trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
679,False,"{'a': 0.001, 'e': 0.5076312402601327}",35,0,-68.58496987750902,"{0: 27, 1: 4, 2: 1, 3: 2, 4: 1}",0
680,False,"{'a': 0.001, 'e': 0.5071238627509086}",25,0,-29.75637850899119,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
681,False,"{'a': 0.001, 'e': 0.5066169923655895}",25,0,-3.542789789816864,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
682,False,"{'a': 0.001, 'e': 0.5061106285973052}",30,0,-73.04370028230551,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
683,False,"{'a': 0.001, 'e': 0.5056047709396915}",35,5,-46.28072979235307,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",1
684,False,"{'a': 0.001, 'e': 0.5050994188868908}",25,0,-26.654509487398613,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
685,False,"{'a': 0.001, 'e': 0.5045945719335512}",25,14,-26.574200474660362,"{0: 5, 1: 5, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.001, 'e': 0.5040902295748255}",20,0,-67.1025042508659,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
687,False,"{'a': 0.001, 'e': 0.5035863913063714}",25,6,-39.61412824069006,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 0}",1
688,False,"{'a': 0.001, 'e': 0.5030830566243506}",20,0,-41.9656618521527,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
689,False,"{'a': 0.001, 'e': 0.5025802250254283}",20,1,-46.431608228005715,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
690,False,"{'a': 0.001, 'e': 0.502077896006773}",25,0,-74.26625627358004,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
691,False,"{'a': 0.001, 'e': 0.5015760690660555}",25,0,-62.709591104322975,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
692,False,"{'a': 0.001, 'e': 0.5010747437014489}",30,8,-73.60358696170807,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
693,False,"{'a': 0.001, 'e': 0.5005739194116277}",25,6,17.577728270469425,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.001, 'e': 0.5000735956957676}",20,5,-123.68932697125288,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 3}",1
695,False,"{'a': 0.001, 'e': 0.4995737720535449}",30,22,-31.294464206698574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.001, 'e': 0.49907444798513595}",20,5,-38.519633334017655,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
697,False,"{'a': 0.001, 'e': 0.4985756229912165}",30,15,-83.09952595305614,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
698,False,"{'a': 0.001, 'e': 0.4980772965729616}",20,12,-18.695831034339957,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
699,False,"{'a': 0.001, 'e': 0.4975794682320448}",20,0,-136.29389854717652,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
700,False,"{'a': 0.001, 'e': 0.4970821374706377}",20,9,8.446884014107493,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.001, 'e': 0.49658530379140947}",25,0,-49.07991027053422,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
702,False,"{'a': 0.001, 'e': 0.49608896669752645}",20,8,-25.227786529249794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
703,False,"{'a': 0.001, 'e': 0.4955931256926514}",20,2,-16.348151618018736,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
704,False,"{'a': 0.001, 'e': 0.4950977802809434}",20,11,-15.779626215683612,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.001, 'e': 0.494602929967057}",20,0,-3.007050881265406,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
706,False,"{'a': 0.001, 'e': 0.4941085742561417}",25,9,-25.293029870243238,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
707,False,"{'a': 0.001, 'e': 0.4936147126538418}",30,0,-71.89946750507974,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
708,False,"{'a': 0.001, 'e': 0.49312134466629576}",20,6,-34.70430754458855,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
709,False,"{'a': 0.001, 'e': 0.49262846980013547}",20,11,-44.783459379740705,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
710,False,"{'a': 0.001, 'e': 0.492136087562486}",30,0,-88.91093604100696,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
711,False,"{'a': 0.001, 'e': 0.4916441974609651}",20,11,-50.3402706757383,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 1}",1
712,False,"{'a': 0.001, 'e': 0.49115279900368264}",20,6,23.282591807835768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.001, 'e': 0.4906618916992401}",25,14,-42.16328718187429,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
714,False,"{'a': 0.001, 'e': 0.4901714750567302}",25,0,-93.1615535467005,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
715,False,"{'a': 0.001, 'e': 0.4896815485857362}",20,12,-8.755595776201089,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
716,False,"{'a': 0.001, 'e': 0.48919211179633154}",35,21,-2.8821602965386264,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
717,False,"{'a': 0.001, 'e': 0.4887031641990795}",20,11,-32.17987800155956,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
718,False,"{'a': 0.001, 'e': 0.4882147053050323}",25,15,-11.047175733763403,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
719,False,"{'a': 0.001, 'e': 0.4877267346257312}",30,11,-57.849192817371055,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 0}",1
720,False,"{'a': 0.001, 'e': 0.48723925167320525}",20,4,-13.386913282165711,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
721,False,"{'a': 0.001, 'e': 0.4867522559599717}",20,10,6.993938781579476,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
722,False,"{'a': 0.001, 'e': 0.4862657469990346}",20,8,-74.24453610602447,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
723,False,"{'a': 0.001, 'e': 0.485779724303885}",30,0,-93.3433201937444,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
724,False,"{'a': 0.001, 'e': 0.4852941873885002}",20,6,-62.86559902036397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
725,False,"{'a': 0.001, 'e': 0.48480913576734325}",25,0,-46.358535156004855,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
726,False,"{'a': 0.001, 'e': 0.48432456895536247}",25,0,-73.1622003273655,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
727,False,"{'a': 0.001, 'e': 0.483840486467991}",25,8,-77.0364135975459,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 1}",1
728,False,"{'a': 0.001, 'e': 0.48335688782114633}",20,8,-13.620765430718825,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
729,False,"{'a': 0.001, 'e': 0.48287377253122976}",25,12,1.655977265138095,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.001, 'e': 0.4823911401151259}",30,5,-65.48136447981896,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",1
731,False,"{'a': 0.001, 'e': 0.48190899009020244}",30,0,-88.35941256641698,"{0: 20, 1: 2, 2: 5, 3: 3, 4: 0}",0
732,False,"{'a': 0.001, 'e': 0.4814273219743092}",30,20,-3.871003654378228,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
733,False,"{'a': 0.001, 'e': 0.480946135285778}",30,0,-8.088840971556836,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
734,False,"{'a': 0.001, 'e': 0.48046542954342225}",20,9,-32.445472566907476,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
735,False,"{'a': 0.001, 'e': 0.479985204266536}",25,0,-66.575641374114,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
736,False,"{'a': 0.001, 'e': 0.4795054589748941}",25,0,-93.2712047496089,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
737,False,"{'a': 0.001, 'e': 0.4790261931887511}",25,9,-40.04016188541619,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
738,False,"{'a': 0.001, 'e': 0.4785474064288412}",20,0,-71.40842848150942,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
739,False,"{'a': 0.001, 'e': 0.4780690982163776}",20,6,-41.300249219183534,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
740,False,"{'a': 0.001, 'e': 0.4775912680730521}",30,0,-45.78653797264507,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",1
741,False,"{'a': 0.001, 'e': 0.4771139155210344}",25,0,-23.794339413489084,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
742,False,"{'a': 0.001, 'e': 0.47663704008297203}",25,9,-11.901326554222651,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
743,False,"{'a': 0.001, 'e': 0.4761606412819894}",30,13,26.642854412379865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.001, 'e': 0.4756847186416878}",25,16,-16.269200537868993,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
745,False,"{'a': 0.001, 'e': 0.47520927168614446}",30,22,-28.674167495047975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
746,False,"{'a': 0.001, 'e': 0.4747342999399124}",25,8,-10.50683000746383,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
747,False,"{'a': 0.001, 'e': 0.4742598029280199}",25,5,-52.31103288434405,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
748,False,"{'a': 0.001, 'e': 0.4737857801759698}",30,18,-1.2696179430826533,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
749,False,"{'a': 0.001, 'e': 0.4733122312097393}",20,0,-66.89595824730893,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
750,False,"{'a': 0.001, 'e': 0.47283915555577954}",20,0,-39.25988534952423,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
751,False,"{'a': 0.001, 'e': 0.4723665527410147}",20,7,-3.8936236376001854,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
752,False,"{'a': 0.001, 'e': 0.471894422292842}",30,8,4.841956326305654,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
753,False,"{'a': 0.001, 'e': 0.4714227637391309}",20,13,-8.442930869744183,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.001, 'e': 0.4709515766082228}",20,6,2.184523026004628,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.001, 'e': 0.47048086042893056}",30,14,-30.64684722567514,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
756,False,"{'a': 0.001, 'e': 0.47001061473053796}",20,7,-41.056236076141175,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
757,False,"{'a': 0.001, 'e': 0.46954083904279925}",25,16,-35.78573567967878,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
758,False,"{'a': 0.001, 'e': 0.4690715328959387}",20,12,-33.24394922970196,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.001, 'e': 0.46860269582065023}",25,0,-94.05211377021067,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
760,False,"{'a': 0.001, 'e': 0.4681343273480965}",20,13,-11.196781109031246,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
761,False,"{'a': 0.001, 'e': 0.46766642700990924}",20,0,-98.73230962438517,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
762,False,"{'a': 0.001, 'e': 0.4671989943381879}",35,1,-99.00995471825897,"{0: 27, 1: 4, 2: 0, 3: 0, 4: 3}",1
763,False,"{'a': 0.001, 'e': 0.46673202886549986}",20,6,-54.39943232941512,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
764,False,"{'a': 0.001, 'e': 0.46626553012487953}",25,11,0.5581489649261868,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.001, 'e': 0.46579949764982825}",25,0,-30.763530680684063,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
766,False,"{'a': 0.001, 'e': 0.4653339309743134}",20,1,-60.52443247369182,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
767,False,"{'a': 0.001, 'e': 0.46486882963276827}",20,14,10.78189007072656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.001, 'e': 0.46440419316009157}",20,10,-1.2925871783137624,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.001, 'e': 0.4639400210916467}",25,0,-67.4261280896886,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
770,False,"{'a': 0.001, 'e': 0.4634763129632616}",20,11,1.4169288492224275,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.001, 'e': 0.46301306831122807}",30,8,2.153346235253297,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
772,False,"{'a': 0.001, 'e': 0.4625502866723014}",20,0,-1.7275117629485546,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
773,False,"{'a': 0.001, 'e': 0.4620879675837}",25,2,-87.49840462922474,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 2}",1
774,False,"{'a': 0.001, 'e': 0.4616261105831047}",20,0,-17.388014329427612,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
775,False,"{'a': 0.001, 'e': 0.4611647152086584}",30,22,-31.77202576988146,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
776,False,"{'a': 0.001, 'e': 0.4607037809989658}",30,0,-39.91363656637335,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 2}",0
777,False,"{'a': 0.001, 'e': 0.46024330749309256}",25,0,-55.49587568289984,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
778,False,"{'a': 0.001, 'e': 0.4597832942305652}",20,0,10.677203745951912,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
779,False,"{'a': 0.001, 'e': 0.45932374075137034}",25,14,-5.444689769974629,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.001, 'e': 0.4588646465959545}",30,7,-78.46219205560462,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 1}",1
781,False,"{'a': 0.001, 'e': 0.4584060113052235}",20,9,16.213025073818393,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.001, 'e': 0.45794783442054204}",20,12,-2.5679080523310187,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.001, 'e': 0.45749011548373314}",20,0,-119.43595318845536,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",1
784,False,"{'a': 0.001, 'e': 0.4570328540370779}",25,3,5.531379340262022,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
785,False,"{'a': 0.001, 'e': 0.4565760496233147}",20,4,14.839989287205231,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.001, 'e': 0.4561197017856392}",20,16,7.669958168800745,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.001, 'e': 0.4556638100677035}",20,13,10.602367585761657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.001, 'e': 0.45520837401361586}",25,16,2.9246213687835674,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
789,False,"{'a': 0.001, 'e': 0.45475339316794017}",20,16,7.61084339781932,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.001, 'e': 0.4542988670756955}",20,7,-0.8971773882699248,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.001, 'e': 0.45384479528235583}",30,0,-26.09541563542541,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 0}",0
792,False,"{'a': 0.001, 'e': 0.4533911773338492}",30,0,-67.28003716205785,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
793,False,"{'a': 0.001, 'e': 0.4529380127765577}",20,2,-1.5077827473811498,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
794,False,"{'a': 0.001, 'e': 0.4524853011573167}",20,0,-18.93079094729708,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
795,False,"{'a': 0.001, 'e': 0.45203304202341466}",20,0,-73.51105899554275,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
796,False,"{'a': 0.001, 'e': 0.4515812349225922}",20,2,-32.97276932194738,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
797,False,"{'a': 0.001, 'e': 0.45112987940304233}",25,0,-20.74998952980419,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
798,False,"{'a': 0.001, 'e': 0.4506789750134095}",25,0,-58.49290104318598,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
799,False,"{'a': 0.001, 'e': 0.45022852130278923}",25,13,-4.045739876574374,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
800,False,"{'a': 0.001, 'e': 0.44977851782072775}",20,9,-6.39111462362985,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
801,False,"{'a': 0.001, 'e': 0.44932896411722156}",25,10,16.53976481179695,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.001, 'e': 0.448879859742717}",20,13,8.631914586690584,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.001, 'e': 0.4484312042481095}",30,0,-44.32257136483968,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
804,False,"{'a': 0.001, 'e': 0.44798299718474366}",20,3,-21.59954299926654,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
805,False,"{'a': 0.001, 'e': 0.44753523810441237}",25,19,-1.5013044604306087,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.001, 'e': 0.4470879265593564}",25,0,-45.15321296509395,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
807,False,"{'a': 0.001, 'e': 0.44664106210226434}",25,12,0.7099151995564008,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
808,False,"{'a': 0.001, 'e': 0.44619464428627154}",20,0,-68.28286438188665,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
809,False,"{'a': 0.001, 'e': 0.4457486726649602}",20,0,20.77277790169199,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
810,False,"{'a': 0.001, 'e': 0.4453031467923587}",20,0,-18.93680675185002,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
811,False,"{'a': 0.001, 'e': 0.4448580662229411}",25,2,-1.0682254340269524,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
812,False,"{'a': 0.001, 'e': 0.4444134305116268}",25,16,6.3259856838426485,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.001, 'e': 0.44396923921378006}",20,14,10.33168058240774,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.001, 'e': 0.4435254918852095}",20,5,-7.608224088327409,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.001, 'e': 0.44308218808216776}",25,16,-2.5274731733383433,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
816,False,"{'a': 0.001, 'e': 0.4426393273613511}",25,13,8.350581908322484,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.001, 'e': 0.44219690927989863}",25,5,-9.873954909366477,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
818,False,"{'a': 0.001, 'e': 0.4417549333953923}",25,0,-73.48764926997772,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
819,False,"{'a': 0.001, 'e': 0.44131339926585617}",25,0,-20.9178018468013,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
820,False,"{'a': 0.001, 'e': 0.4408723064497561}",35,16,-25.46351515794848,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
821,False,"{'a': 0.001, 'e': 0.44043165450599925}",30,10,25.20411354369428,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.001, 'e': 0.43999144299393356}",20,0,-21.46832915746514,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
823,False,"{'a': 0.001, 'e': 0.43955167147334756}",25,4,-71.62239845684518,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
824,False,"{'a': 0.001, 'e': 0.43911233950446965}",25,0,-52.24434338211282,"{0: 20, 1: 0, 2: 2, 3: 3, 4: 0}",0
825,False,"{'a': 0.001, 'e': 0.4386734466479678}",20,0,-30.642504513181073,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
826,False,"{'a': 0.001, 'e': 0.4382349924649492}",20,5,-27.91460268625612,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
827,False,"{'a': 0.001, 'e': 0.4377969765169596}",20,0,-9.514917358498746,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
828,False,"{'a': 0.001, 'e': 0.437359398365983}",20,0,-72.50453947824089,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
829,False,"{'a': 0.001, 'e': 0.43692225757444114}",25,0,-57.72760410165223,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
830,False,"{'a': 0.001, 'e': 0.4364855537051933}",20,13,-1.3597146883241895,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.001, 'e': 0.43604928632153556}",25,15,-17.547204356289008,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
832,False,"{'a': 0.001, 'e': 0.43561345498720044}",20,0,-9.952212317063816,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
833,False,"{'a': 0.001, 'e': 0.43517805926635666}",25,0,-3.4968322463787658,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
834,False,"{'a': 0.001, 'e': 0.43474309872360845}",30,0,-38.752479629330885,"{0: 24, 1: 1, 2: 3, 3: 2, 4: 0}",0
835,False,"{'a': 0.001, 'e': 0.4343085729239951}",20,0,-23.306624020408382,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
836,False,"{'a': 0.001, 'e': 0.4338744814329909}",20,9,10.918292636153907,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.001, 'e': 0.4334408238165043}",20,12,4.3286343551963355,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
838,False,"{'a': 0.001, 'e': 0.43300759964087765}",20,4,10.07483942193052,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.001, 'e': 0.43257480847288665}",20,10,-14.15017372612186,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
840,False,"{'a': 0.001, 'e': 0.43214244987974026}",30,15,1.4755042838840844,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
841,False,"{'a': 0.001, 'e': 0.43171052342907973}",25,15,9.6520872813222,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.001, 'e': 0.43127902868897855}",20,0,31.440833644806208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
843,False,"{'a': 0.001, 'e': 0.43084796522794205}",25,0,-30.23387970365873,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
844,False,"{'a': 0.001, 'e': 0.43041733261490667}",35,9,-16.072350978518863,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
845,False,"{'a': 0.001, 'e': 0.4299871304192398}",35,0,-21.427273392531216,"{0: 29, 1: 1, 2: 4, 3: 1, 4: 0}",0
846,False,"{'a': 0.001, 'e': 0.42955735821073915}",20,10,-6.621222927015503,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
847,False,"{'a': 0.001, 'e': 0.42912801555963254}",25,12,18.691666858655072,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.001, 'e': 0.42869910203657724}",20,12,-20.62571951384719,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
849,False,"{'a': 0.001, 'e': 0.4282706172126597}",25,13,11.116640041220762,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.001, 'e': 0.427842560659395}",25,12,-19.624999520713356,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
851,False,"{'a': 0.001, 'e': 0.4274149319487267}",20,0,-13.175002354587168,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
852,False,"{'a': 0.001, 'e': 0.4269877306530259}",30,0,-155.5452968215209,"{0: 18, 1: 1, 2: 9, 3: 0, 4: 2}",0
853,False,"{'a': 0.001, 'e': 0.4265609563450914}",20,7,1.9436242530096892,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
854,False,"{'a': 0.001, 'e': 0.4261346085981487}",20,9,-34.66427353633043,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
855,False,"{'a': 0.001, 'e': 0.4257086869858502}",25,6,13.115369988094521,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.001, 'e': 0.42528319108227414}",35,3,-117.67907838345864,"{0: 21, 1: 3, 2: 5, 3: 2, 4: 1}",1
857,False,"{'a': 0.001, 'e': 0.42485812046192456}",20,8,5.5446183934263304,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
858,False,"{'a': 0.001, 'e': 0.4244334746997309}",20,0,-26.701894446542436,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
859,False,"{'a': 0.001, 'e': 0.4240092533710473}",20,9,-1.1157446398349644,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.001, 'e': 0.4235854560516524}",30,9,16.97963905728474,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.001, 'e': 0.4231620823177488}",30,18,23.327749003243387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.001, 'e': 0.42273913174596284}",25,0,-38.668376544312466,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
