trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
863,False,"{'a': 0.001, 'e': 0.42231660391334386}",25,14,-28.345087618172023,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
864,False,"{'a': 0.001, 'e': 0.4218944983973639}",35,13,-5.2442665017853995,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
865,False,"{'a': 0.001, 'e': 0.42147281477591764}",20,11,-7.5620423775765095,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
866,False,"{'a': 0.001, 'e': 0.4210515526273212}",20,12,-28.00741694528405,"{0: 4, 1: 1, 2: 3, 3: 0, 4: 0}",1
867,False,"{'a': 0.001, 'e': 0.42063071153031245}",25,11,22.541839715019222,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.001, 'e': 0.4202102910640503}",20,2,19.59876081999227,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.001, 'e': 0.41979029080811425}",20,0,28.213186020694543,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
870,False,"{'a': 0.001, 'e': 0.41937071034250395}",25,0,-41.41826997542988,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
871,False,"{'a': 0.001, 'e': 0.418951549247639}",25,13,20.734420178884605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.001, 'e': 0.41853280710435814}",20,12,8.086233790023675,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.001, 'e': 0.41811448349391933}",20,2,-5.139456519803315,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.001, 'e': 0.4176965779979988}",20,4,-1.554630638126201,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.001, 'e': 0.41727909019869114}",25,0,-42.121910136869154,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
876,False,"{'a': 0.001, 'e': 0.4168620196785084}",20,7,1.943496246324238,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.001, 'e': 0.41644536602038007}",20,0,6.862148541031869,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
878,False,"{'a': 0.001, 'e': 0.4160291288076525}",20,12,3.0669715699339837,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
879,False,"{'a': 0.001, 'e': 0.4156133076240884}",30,3,-7.17108337141055,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 0}",1
880,False,"{'a': 0.001, 'e': 0.4151979020538666}",25,6,-8.318238104715666,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
881,False,"{'a': 0.001, 'e': 0.4147829116815814}",20,0,-50.24209402079052,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
882,False,"{'a': 0.001, 'e': 0.41436833609224244}",25,0,-36.85869230270279,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
883,False,"{'a': 0.001, 'e': 0.4139541748712741}",25,12,-64.45666234784892,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
884,False,"{'a': 0.001, 'e': 0.41354042760451515}",25,15,-2.8675271197258017,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
885,False,"{'a': 0.001, 'e': 0.4131270938782182}",30,0,-131.20492864094865,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
886,False,"{'a': 0.001, 'e': 0.4127141732790497}",20,0,-4.56461355137276,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
887,False,"{'a': 0.001, 'e': 0.41230166539408875}",20,16,5.449132994188815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.001, 'e': 0.4118895698108276}",30,10,-9.501955261962081,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
889,False,"{'a': 0.001, 'e': 0.41147788611717057}",20,10,-4.93617640477607,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.001, 'e': 0.41106661390143395}",25,0,-4.672806508980007,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
891,False,"{'a': 0.001, 'e': 0.4106557527523455}",20,5,-19.900208999458293,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
892,False,"{'a': 0.001, 'e': 0.410245302259044}",20,15,9.092003147653218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.001, 'e': 0.40983526201107895}",20,12,-21.76497054066935,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
894,False,"{'a': 0.001, 'e': 0.40942563159841006}",20,0,-30.33274575414298,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
895,False,"{'a': 0.001, 'e': 0.4090164106114069}",35,14,-4.75700084096119,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
896,False,"{'a': 0.001, 'e': 0.40860759864084845}",20,0,-1.2451760716096805,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
897,False,"{'a': 0.001, 'e': 0.4081991952779227}",20,0,-43.95896332042311,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
898,False,"{'a': 0.001, 'e': 0.4077912001142262}",20,0,6.315734317312799,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
899,False,"{'a': 0.001, 'e': 0.4073836127417638}",20,10,2.182337583545568,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
900,False,"{'a': 0.001, 'e': 0.40697643275294815}",20,16,7.618112369736303,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.001, 'e': 0.4065696597405991}",20,8,-57.97144128076303,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 1}",1
902,False,"{'a': 0.001, 'e': 0.4061632932979437}",20,8,8.811580975956165,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
903,False,"{'a': 0.001, 'e': 0.40575733301861544}",25,0,-76.65899317856685,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
904,False,"{'a': 0.001, 'e': 0.405351778496654}",20,13,1.4983497649581332,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.001, 'e': 0.4049466293265049}",30,0,-179.15859154160808,"{0: 20, 1: 1, 2: 4, 3: 2, 4: 3}",0
906,False,"{'a': 0.001, 'e': 0.4045418851030188}",25,16,5.83487929129171,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.001, 'e': 0.4041375454214515}",25,0,37.720630695398384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
908,False,"{'a': 0.001, 'e': 0.4037336098774634}",20,3,-5.110594987188721,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
909,False,"{'a': 0.001, 'e': 0.40333007806711874}",30,8,1.3061464696349872,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
910,False,"{'a': 0.001, 'e': 0.40292694958688574}",25,20,9.686256198364912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.001, 'e': 0.40252422403363597}",20,0,-90.50297970898562,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
912,False,"{'a': 0.001, 'e': 0.40212190100464373}",25,13,-0.628431987556378,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.001, 'e': 0.401719980097586}",35,18,-33.33900739259525,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
914,False,"{'a': 0.001, 'e': 0.4013184609105419}",30,18,-26.41380351311283,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
915,False,"{'a': 0.001, 'e': 0.4009173430419921}",25,3,-2.289294833594324,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
916,False,"{'a': 0.001, 'e': 0.4005166260908188}",20,8,11.191968663881587,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.001, 'e': 0.40011630965630496}",20,0,-29.358226356436102,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
918,False,"{'a': 0.001, 'e': 0.3997163933381341}",20,0,-77.61174391297767,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
919,False,"{'a': 0.001, 'e': 0.3993168767363899}",20,9,-22.014831379924892,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
920,False,"{'a': 0.001, 'e': 0.39891775945155566}",20,7,-1.536364657901982,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.001, 'e': 0.39851904108451414}",25,10,-1.1148971574220214,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.001, 'e': 0.39812072123654696}",20,3,13.58618006944816,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.001, 'e': 0.39772279950933415}",25,0,6.153664514802156,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
924,False,"{'a': 0.001, 'e': 0.397325275504954}",20,6,-13.15097726991951,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
925,False,"{'a': 0.001, 'e': 0.39692814882588245}",20,0,6.5076285226133805,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
926,False,"{'a': 0.001, 'e': 0.39653141907499284}",20,11,2.76701272939672,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
927,False,"{'a': 0.001, 'e': 0.39613508585555535}",30,13,2.213460695106078,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
928,False,"{'a': 0.001, 'e': 0.3957391487712367}",25,9,4.870686897752201,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.001, 'e': 0.3953436074260998}",25,15,-4.816691533687531,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
930,False,"{'a': 0.001, 'e': 0.39494846142460327}",20,14,7.121284906926988,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.001, 'e': 0.3945537103716011}",25,15,3.268851368927986,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.001, 'e': 0.3941593538723422}",25,0,29.798464089728867,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.001, 'e': 0.39376539153247}",20,13,1.671438823106087,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.001, 'e': 0.3933718229580221}",30,7,-72.86305218637224,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
935,False,"{'a': 0.001, 'e': 0.39297864775542996}",25,0,-31.155330325027883,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
936,False,"{'a': 0.001, 'e': 0.39258586553151836}",20,0,-74.85672231389486,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
937,False,"{'a': 0.001, 'e': 0.39219347589350495}",20,14,-42.066499522260415,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
938,False,"{'a': 0.001, 'e': 0.39180147844900015}",25,14,-11.216635065455867,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
939,False,"{'a': 0.001, 'e': 0.3914098728060065}",20,7,-7.058043410770494,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
940,False,"{'a': 0.001, 'e': 0.3910186585729182}",25,19,9.16178757163718,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.001, 'e': 0.3906278353585211}",30,16,-5.215515566760789,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
942,False,"{'a': 0.001, 'e': 0.39023740277199187}",30,8,-36.74465868173693,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
943,False,"{'a': 0.001, 'e': 0.38984736042289797}",25,8,16.541816653531022,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.001, 'e': 0.38945770792119694}",20,0,-25.556970308693664,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
945,False,"{'a': 0.001, 'e': 0.3890684448772363}",20,9,2.3523216071222635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.001, 'e': 0.388679570901753}",20,6,-34.6617732532189,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
947,False,"{'a': 0.001, 'e': 0.38829108560587294}",20,8,0.1865199908093358,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.001, 'e': 0.3879029886011109}",20,0,24.894412271792106,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
949,False,"{'a': 0.001, 'e': 0.3875152794993697}",25,6,6.549580832847642,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.001, 'e': 0.38712795791294036}",25,17,-28.48305472654867,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
951,False,"{'a': 0.001, 'e': 0.3867410234545012}",30,4,-31.473230587614886,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 0}",1
952,False,"{'a': 0.001, 'e': 0.3863544757371177}",25,11,17.2399129060619,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.001, 'e': 0.3859683143742421}",20,13,4.236896401804401,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.001, 'e': 0.38558253897971306}",25,5,-39.54868521689524,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
955,False,"{'a': 0.001, 'e': 0.38519714916775516}",25,10,-12.744446432000895,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
956,False,"{'a': 0.001, 'e': 0.3848121445529785}",25,11,-32.68419721617937,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
957,False,"{'a': 0.001, 'e': 0.3844275247503785}",20,6,12.588759476849294,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.001, 'e': 0.3840432893753353}",25,5,-40.769676773632106,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
959,False,"{'a': 0.001, 'e': 0.38365943804361335}",25,11,-64.19871774917655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
960,False,"{'a': 0.001, 'e': 0.3832759703713615}",35,13,24.221813197027974,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.001, 'e': 0.38289288597511206}",25,17,12.594363942716395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.001, 'e': 0.38251018447178037}",35,8,-17.024481822589955,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 0}",1
963,False,"{'a': 0.001, 'e': 0.38212786547866506}",30,12,-47.282921059648324,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
964,False,"{'a': 0.001, 'e': 0.3817459286134471}",25,0,-73.64578573416375,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
965,False,"{'a': 0.001, 'e': 0.38136437349418956}",25,0,-43.472305496054155,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
966,False,"{'a': 0.001, 'e': 0.38098319973933725}",25,10,-11.590062639644625,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
967,False,"{'a': 0.001, 'e': 0.38060240696771647}",25,5,7.36021140529796,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
968,False,"{'a': 0.001, 'e': 0.38022199479853436}",25,14,-44.98684443741892,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
969,False,"{'a': 0.001, 'e': 0.3798419628513787}",35,18,-52.83280118373737,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
970,False,"{'a': 0.001, 'e': 0.37946231074621756}",20,3,-11.496078896440718,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
971,False,"{'a': 0.001, 'e': 0.37908303810339883}",20,4,-2.131791352874078,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
972,False,"{'a': 0.001, 'e': 0.37870414454364976}",20,9,19.631082230828987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.001, 'e': 0.3783256296880768}",20,0,-40.68031836063341,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
974,False,"{'a': 0.001, 'e': 0.37794749315816506}",20,6,-4.6009505122725,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.001, 'e': 0.37756973457577797}",35,18,17.99126285231423,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.001, 'e': 0.37719235356315695}",25,18,11.54420535608491,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.001, 'e': 0.37681534974292086}",30,12,-11.745023770481167,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
978,False,"{'a': 0.001, 'e': 0.37643872273806595}",20,10,-79.64606014394987,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
979,False,"{'a': 0.001, 'e': 0.37606247217196515}",30,8,-35.246953203254904,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 0}",1
980,False,"{'a': 0.001, 'e': 0.37568659766836787}",25,11,25.242919380757833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.001, 'e': 0.37531109885139957}",25,3,11.429664748549246,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
982,False,"{'a': 0.001, 'e': 0.37493597534556133}",30,11,-28.42097390851237,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
983,False,"{'a': 0.001, 'e': 0.3745612267757298}",20,3,-28.528797967549,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
984,False,"{'a': 0.001, 'e': 0.37418685276715613}",25,18,1.2387947028735626,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
985,False,"{'a': 0.001, 'e': 0.3738128529454665}",20,0,-72.67071258082841,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
986,False,"{'a': 0.001, 'e': 0.37343922693666093}",20,15,9.611992708231735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.001, 'e': 0.3730659743671134}",30,12,-94.11519019061404,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 3}",1
988,False,"{'a': 0.001, 'e': 0.3726930948635714}",20,12,14.311421935283361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.001, 'e': 0.3723205880531552}",35,0,-31.2831536209883,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
990,False,"{'a': 0.001, 'e': 0.3719484535633582}",20,1,-13.10722511194042,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
991,False,"{'a': 0.001, 'e': 0.3715766910220457}",25,7,-12.037274501010861,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
992,False,"{'a': 0.001, 'e': 0.37120530005745517}",25,11,25.50955636305119,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.001, 'e': 0.37083428029819565}",20,10,15.849654359370728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.001, 'e': 0.37046363137324734}",25,8,16.79180916916998,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.001, 'e': 0.37009335291196127}",30,0,0.21077774891295675,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
996,False,"{'a': 0.001, 'e': 0.369723444544059}",25,0,16.881042240671988,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
997,False,"{'a': 0.001, 'e': 0.369353905899632}",30,11,-14.45716932939231,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
998,False,"{'a': 0.001, 'e': 0.3689847366091418}",30,19,17.60470795882344,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.001, 'e': 0.3686159363034188}",20,2,-41.95663789625648,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 0}",1
1000,False,"{'a': 0.001, 'e': 0.3682475046136629}",25,13,-3.5043216869147,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1001,False,"{'a': 0.001, 'e': 0.36787944117144233}",20,6,-65.59664509966112,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
1002,False,"{'a': 0.001, 'e': 0.3675117456086935}",30,20,4.576274764807675,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.001, 'e': 0.36714441755772104}",30,6,-41.53490866003508,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
1004,False,"{'a': 0.001, 'e': 0.3667774566511966}",25,0,-85.31944687655371,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
1005,False,"{'a': 0.001, 'e': 0.3664108625221595}",30,24,11.068419664915702,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.001, 'e': 0.36604463480401533}",25,2,-1.238398446080453,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
1007,False,"{'a': 0.001, 'e': 0.36567877313053654}",25,10,-54.01477968856142,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
1008,False,"{'a': 0.001, 'e': 0.3653132771358613}",30,5,25.551226418894498,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.001, 'e': 0.36494814645449375}",20,1,2.1414424731385795,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
1010,False,"{'a': 0.001, 'e': 0.3645833807213029}",20,4,4.543234260857188,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1011,False,"{'a': 0.001, 'e': 0.3642189795715233}",20,14,11.153454158064427,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.001, 'e': 0.3638549426407535}",25,0,10.10186588417974,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1013,False,"{'a': 0.001, 'e': 0.3634912695649568}",20,14,3.698831565528539,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.001, 'e': 0.3631279599804599}",30,10,-15.422542216551753,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
1015,False,"{'a': 0.001, 'e': 0.36276501352395324}",30,20,17.38277599253526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.001, 'e': 0.36240242983249027}",30,13,-34.00287459541294,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
1017,False,"{'a': 0.001, 'e': 0.36204020854348745}",35,7,-73.69416688472796,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 1}",1
1018,False,"{'a': 0.001, 'e': 0.36167834929472326}",25,0,-56.78912953554158,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1019,False,"{'a': 0.001, 'e': 0.36131685172433853}",20,5,-11.688180261469636,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
1020,False,"{'a': 0.001, 'e': 0.3609557154708356}",25,7,-19.74866470768766,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1021,False,"{'a': 0.001, 'e': 0.3605949401730783}",20,8,-23.60947465527202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1022,False,"{'a': 0.001, 'e': 0.3602345254702911}",25,11,24.982224246749773,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.001, 'e': 0.35987447100205955}",30,0,-15.620035146388041,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
1024,False,"{'a': 0.001, 'e': 0.35951477640832885}",35,16,-39.81107484889328,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
1025,False,"{'a': 0.001, 'e': 0.3591554413294046}",25,12,11.395651910982936,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.001, 'e': 0.3587964654059516}",30,17,-21.481157983391583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1027,False,"{'a': 0.001, 'e': 0.3584378482789939}",20,2,-54.9137858961123,"{0: 13, 1: 3, 2: 0, 3: 1, 4: 1}",1
1028,False,"{'a': 0.001, 'e': 0.35807958958991437}",25,20,8.2323904148216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.001, 'e': 0.3577216889804542}",20,0,4.725589142685388,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1030,False,"{'a': 0.001, 'e': 0.3573641460927129}",30,0,-57.32904189276065,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
1031,False,"{'a': 0.001, 'e': 0.3570069605691474}",30,16,-17.49042076974072,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
1032,False,"{'a': 0.001, 'e': 0.35665013205257223}",30,19,-19.70116707690573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1033,False,"{'a': 0.001, 'e': 0.3562936601861588}",20,9,-39.692641359987526,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1034,False,"{'a': 0.001, 'e': 0.35593754461343535}",20,16,9.543387692848224,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.001, 'e': 0.35558178497828613}",25,0,-105.18766309334916,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
1036,False,"{'a': 0.001, 'e': 0.3552263809249515}",25,13,-12.407820837426156,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1037,False,"{'a': 0.001, 'e': 0.3548713320980274}",25,2,-64.66297903546389,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
1038,False,"{'a': 0.001, 'e': 0.35451663814246503}",20,10,-33.155604585372764,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1039,False,"{'a': 0.001, 'e': 0.35416229870357024}",30,13,-6.289550362562285,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1040,False,"{'a': 0.001, 'e': 0.35380831342700375}",20,0,-76.72268831400167,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1041,False,"{'a': 0.001, 'e': 0.35345468195878016}",25,18,-5.724933536601754,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.001, 'e': 0.353101403945268}",20,13,4.710435014629829,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.001, 'e': 0.3527484790331891}",20,0,-4.645682842254979,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
1044,False,"{'a': 0.001, 'e': 0.35239590686961875}",25,13,5.397404884820304,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1045,False,"{'a': 0.001, 'e': 0.3520436871019846}",30,0,-6.192298387233817,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
1046,False,"{'a': 0.001, 'e': 0.3516918193780669}",20,12,13.15657111599774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
